"CODIGO";"ID FABRICANTE";"CATEGORIA";"DETALLE";"IMAGEN";"IVA";"STOCK";"GARANTIA";"MONEDA";"PRECIO";"PRECIO FINAL";"COTIZACION DOLAR";"PRECIO PESOS SIN IVA";"PRECIO PESOS CON IVA";"ATRIBUTOS"
"115235";"OSENTEY GAMMITUS GS-3500";"MOUSES";"OUTLET MOUSE GAMER SENTEY GAMMITUS GS-3500";"https://static.nb.com.ar/i/nb_OUTLET-MOUSE-GAMER-SENTEY-GAMMITUS-GS-3500_ver_8c2069416cee6138c32b62db3f9f0da5.jpeg";"10.5%";"5";"3 meses";"U$S";"44.66";"49.35";"400";"17864";"19739.72";"CONDICION :OUTLET"
"111602";"MOU ARXP-GM200";"MOUSES";"MOUSE AUREOX FIREFORCE GAMING GM200";"https://static.nb.com.ar/i/nb_MOUSE-AUREOX-FIREFORCE-GAMING-GM200_ver_719696be7536ffbfbc5bd64bac86a072.jpeg";"10.5%";"5";"12 MESES";"U$S";"9.97";"11.02";"400";"3989.7";"4408.62";"Con pesas:si internas
Switch:	5 millones de clics
Modelo:ARXP-GM200
Luz:RGB
Botones:	8 Programables
Sensor:Óptico de 3200Dpi
DPI:	Ajustables de 120 a 3200 en 4 estados
Software incluido:	AUREOX con macros y perfiles
Peso:116g
Producto:FIREFORCE
Cable:170Cm"
"115228";"ORZ01-03590100-R3U1";"MOUSES";"OUTLET MOUSE GAMER RAZER NAGA X WIRED MMO";"https://static.nb.com.ar/i/nb_OUTLET-MOUSE-GAMER-RAZER-NAGA-X-WIRED-MMO_ver_8143de6af78f847d06fffe5efcabcfdd.jpeg";"10.5%";"3";"3 meses";"U$S";"70.14";"77.5";"400";"28054.92";"31000.69";"CONDICION:OUTLET"
"111376";"ORZ01-03210100-R3U1";"MOUSES";"OUTLET MOUSE GAMER RAZER DEATHADDER V2 WIRED";"https://static.nb.com.ar/i/nb_OUTLET-MOUSE-GAMER-RAZER-DEATHADDER-V2-WIRED_ver_d18e80ccfcfe5fd00c08510a77d315aa.jpeg";"10.5%";"2";"12 meses";"U$S";"36.52";"40.35";"400";"14607.65";"16141.45";"CONDICIONCONDICION:OUTLET"
"104294";"9H.N26BB.A2E";"MOUSES";"MOUSE GAMER ZOWIE GEAR EC2 BLACK";"https://static.nb.com.ar/i/nb_MOUSE-GAMER-ZOWIE-GEAR-EC2-BLACK_ver_4358f9dee9abca607d74d65915486a22.jpeg";"10.5%";"3";"12 meses";"U$S";"111.57";"123.28";"400";"44627.52";"49313.41";"Marca:Zowie
Tipo de mouse:Gamer
Interfaces:USB
Es inalámbrico USB:No
Línea:EC Series
Alcance máximo:2 m
Cantidad de botones:5
Resolución del sensor:3200 dpi
Tecnología del sensor:Tru-Wave
Tipo de sensor:Óptico
Con Bluetooth:No
Con rueda de desplazamiento:Sí
Con cable:Sí"
"117292";"RZ01-04390100-R3U1";"MOUSES";"MOUSE GAMER RAZER VIPER V2 PRO";"https://static.nb.com.ar/i/nb_MOUSE-GAMER-RAZER-VIPER-V2-PRO_ver_959d3bcb159c8a8e7640b72685967a23.jpg";"10.5%";"5";"12 meses";"U$S";"212.31";"234.6";"400";"84924.53";"93841.6";"Con interruptor de ahorro de energía:Sí
Con luces:No
Con rueda de desplazamiento:Sí
Marca:Razer
Sistemas operativos compatibles:Windows
Tipo de mouse:De juego
Conectividad:Receptor USB
Orientación de la mano:Simétrico para diestros
Con cable:Sí
Altura:378 mm
Interfaces:USB
Es recargable:Sí
Es inalámbrico:Sí
Es inalámbrico USB:Sí
Condición del ítem:Nuevo
Largo:1267 mm
Alcance máximo:10 m
Velocidad máxima:750 ips
Modelo:Viper V2 Pro
Cantidad de botones:5
Resolución del sensor:30000 dpi
Tecnología del sensor:Focus Pro 30K
Tipo de sensor:Óptico
Peso:58 g
Ancho:57.6 mm
Tipo de alimentación inalámbrica:Batería
Con Bluetooth:No"
"108781";"RZ01-03050300-R3U1";"MOUSES";"MOUSE GAMER RAZER VIPER ULTIMATE WIRELESS CHARGING DOCK QUARTZ";"https://static.nb.com.ar/i/nb_MOUSE-GAMER-RAZER-VIPER-ULTIMATE-WIRELESS-CHARGING-DOCK-QUARTZ_ver_f5c447b9d553f7934940de664edb6949.jpeg";"10.5%";"5";"12 meses";"U$S";"206.72";"228.43";"400";"82689.67";"91372.09";"Marca:Razer
Tipo de mouse:De juego
Altura:37.8 mm
Interfaces:USB
Es recargable:Sí
Es inalámbrico USB:Sí
Largo:126.8 mm
Modelo:Viper Ultimate with charging dock
Cantidad de botones:8
Radio frecuencia:2.4 GHz
Resolución del sensor:20000 dpi
Tecnología del sensor:FOCUS+
Tipo de sensor:Óptico
Ancho:57.6 mm
Con Bluetooth:No
Con luces:Sí
Con rueda de desplazamiento:Sí
Con cable:Sí"
"108602";"23764";"MOUSES";"MOUSE GAMER TRUST MORFIX CUSTOMIZABLE GXT970";"https://static.nb.com.ar/i/nb_MOUSE-GAMER-TRUST-MORFIX-CUSTOMIZABLE-GXT970_ver_32aa67a876b667bbe1064753b2d0f04d.jpeg";"10.5%";"5";"12 meses";"U$S";"45.08";"49.82";"400";"18033.84";"19927.39";"Sensor technology :optical
Grip type :palm, finger 
Programmable buttons:si
Connection type :wired
USB version:2.0
DPI:800, 1600, 2400, 3200, 4000, 5000
DPI range: 	200 dpi - 10000 dpi
Number of buttons :14
Number of buttons :14
Sensor model: 	PMW3325 "
"108995";"31040064103";"MOUSES";"MOUSE GAMER GX GAMING GENIUS SCORPION M8-610 WG WHITE";"https://static.nb.com.ar/i/nb_MOUSE-GAMER-GX-GAMING-GENIUS-SCORPION-M8-610-WG-WHITE_ver_7432eec1c035c0c42ee6677af3398936.jpeg";"10.5%";"5";"12 meses";"U$S";"49.53";"54.74";"400";"19813.73";"21894.17";"Es gamer:Sí
Modelo alfanumérico:M8-610
Marca:Genius
Tipo de mouse:De juego
Conexión:Con Cable
Interfaces:USB
Es recargable:No
Es inalámbrico USB:No
Línea:Scorpion
Modelo:M8-610
Cantidad de botones:6
Resolución del sensor:8200 dpi
Tipo de sensor:Láser
Con Bluetooth:No
Con luces:Sí
Con cable retráctil:No
Con rueda de desplazamiento:Sí
Con cable:Sí"
"118085";"RZ01-04640100-R3U1";"MOUSES";"MOUSE GAMER RAZER DEATHADDER V3";"https://static.nb.com.ar/i/nb_MOUSE-GAMER-RAZER-DEATHADDER-V3_ver_80acf15dbad8f415d10061c7da167953.jpeg";"10.5%";"5";"12 meses";"U$S";"111.41";"123.11";"400";"44565.2";"49244.55";"Programmable Buttons:6
Switch Lifecycle:90-million Clicks
Switch Type:	Optical Mouse Switches Gen-3
On-board Memory Profiles:	5
Max Acceleration (G):	70
Max Sensitivity (DPI):30000
Sensor:Focus Pro 30K Optical Sensor
Form Factor:	Right-handed
Connectivity:Wired - Razer Speedflex Cable
RGB Lighting:None
Max Speed (IPS):750"
"116424";"23266";"MOUSES";"MOUSE TRUST SIERO SILENT WIRELESS";"https://static.nb.com.ar/i/nb_MOUSE-TRUST-SIERO-SILENT-WIRELESS_ver_4a66da80842f45bc1f915b857c2cee77.png";"10.5%";"5";"12 meses";"U$S";"13.68";"15.12";"400";"5472.88";"6047.53";"Formfactor:standard
Silent click:yes
USB receiver storable:yes
Power saving:yes
DPI:1000, 1600, 2400
Sensor technology:optical
Wireless protocols:RF 2.4GHz
DPI adjustable:yes
Left-right handed use: right-handed, left-handed
Scroll wheel:yes
Battery type (AA, AAA, etc.):AA"
"327";"-";"MOUSES";"MOUSE SOLTECH BOLITA SCROLL";"https://static.nb.com.ar/i/nb_MOUSE-SOLTECH-BOLITA-SCROLL_ver_aab27c396ce7ea3f9ddcfb48bf5afa8b.jpeg";"10.5%";"5";"3 meses";"U$S";"2.19";"2.42";"400";"876.68";"968.73";"Largo del cable:1.5m"
"100561";"31040063103";"MOUSES";"MOUSE GAMER GX GAMING GENIUS SCORPION M6-600 WHITE RGB";"https://static.nb.com.ar/i/nb_MOUSE-GAMER-GX-GAMING-GENIUS-SCORPION-M6-600-WHITE-RGB_ver_4b142748bf15ef5b0d2b56d43d32f61d.jpeg";"10.5%";"5";"12 meses";"U$S";"46.3";"51.16";"400";"18519.86";"20464.45";"Marca:Genius
Conexión:Con Cable
EAN:0098377223313
Código universal de producto:0098377223313
Modelo:M6-600
Tipo:De Juego
SKU:31040063103
Resolución del sensor:5000 dpi
Tipo de sensor:Láser"
"104978";"9H.N22BB.A2E";"MOUSES";"MOUSE GAMER ZOWIE FK1-B BLACK";"https://static.nb.com.ar/i/nb_MOUSE-GAMER-ZOWIE-FK1-B-BLACK_ver_0bf4d4137866ab30772f3c9e36713a63.jpeg";"10.5%";"5";"12 meses";"U$S";"94.71";"104.66";"400";"37885.37";"41863.33";"Rueda de desplazamiento::si
Sensor:3360
Interfaz del dispositivo:USB
USB:si
Color del producto:Negro
Conectar y usar:Plug and Play): Si"
"104979";"9H.N2EBB.A2E";"MOUSES";"MOUSE GAMER ZOWIE FK1+-B BLACK";"https://static.nb.com.ar/i/nb_MOUSE-GAMER-ZOWIE-FK1+-B-BLACK_ver_be1c9000d845ead3d10e01333c12b683.jpeg";"10.5%";"5";"12 meses";"U$S";"94.71";"104.66";"400";"37885.37";"41863.33";"Botones:5
Rueda de desplazamiento:1 unidad(es)
Ergonomía:	para diestros
Peso:90 g
Resolución:3200 ppp
Conexión:Cable
Interfaz :USB"
"104343";"19522";"MOUSES";"MOUSE TRUST YVI WIRELESS RED";"https://static.nb.com.ar/i/nb_MOUSE-TRUST-YVI-WIRELESS-RED_ver_c80d2328dac28fdba4faff2ad7082eb5.jpg";"10.5%";"5";"12 meses";"U$S";"10.38";"11.47";"400";"4150.94";"4586.79";"Es gamer:No
Marca:Trust
Tipo de mouse:Convencional
Interfaces:USB
Es recargable:No
Es inalámbrico USB:Sí
Alcance máximo:8 m
Modelo:Yvi
Cantidad de botones:3
Radio frecuencia:2.4 GHz
Resolución del sensor:1600 dpi
Tipo de sensor:Óptico
Con Bluetooth:No
Con luces:No
Con rueda de desplazamiento:Sí
Con cable:No"
"104577";"23093";"MOUSES";"MOUSE GAMER TRUST GAV GXT101P PINK";"https://static.nb.com.ar/i/nb_MOUSE-GAMER-TRUST-GAV-GXT101P-PINK_ver_abbe0ee44ac097fcfb4c3a3823ee61f0.jpg";"10.5%";"5";"12 meses";"U$S";"13.98";"15.45";"400";"5591.52";"6178.63";"Modelo alfanumérico:GXT 101
Marca:Trust
Tipo de mouse:De juego
Interfaces:USB
Alcance máximo:180 cm
Modelo:Gav
Cantidad de botones:6
Resolución del sensor:4800 dpi
Tecnología del sensor:optico
Tipo de sensor:Óptico
Con Bluetooth:No
Con rueda de desplazamiento:Sí
Con cable:Sí"
"104347";"23335";"MOUSES";"MOUSE TRUST SKETCH SILENT WIRELESS BLUE";"https://static.nb.com.ar/i/nb_MOUSE-TRUST-SKETCH-SILENT-WIRELESS-BLUE_ver_2641c14362b3b7346a3c04d52081881e.jpeg";"10.5%";"5";"12 meses";"U$S";"14.87";"16.43";"400";"5947.74";"6572.25";"Marca:Trust
Tipo de mouse:Wireless
Es inalámbrico USB:Sí
Modelo:Sktech
Cantidad de botones:3
Resolución del sensor:1600 dpi
Tecnología del sensor:Óptico
Tipo de sensor:Óptico
Con Bluetooth:No
Con cable:No"
"103820";"23092";"MOUSES";"MOUSE GAMER TRUST CELOX RGB GXT 165";"https://static.nb.com.ar/i/nb_MOUSE-GAMER-TRUST-CELOX-RGB-GXT-165_ver_d870a7f76c9245d0e06addf27bdd6aa9.jpeg";"10.5%";"5";"12 meses";"U$S";"46.55";"51.44";"400";"18620.64";"20575.81";"Marca:Trust
Es gamer:Sí
Tipo de sensor:Óptico
Con Bluetooth:No
Con cable:Sí
Es gamer:Sí
Modelo alfanumérico:GXT 188
Marca:Trust
Tipo de mouse:Scroll Wheel
Es inalámbrico USB:No
Modelo:GXT188
Cantidad de botones:8
Resolución del sensor:15000 dpi
Tipo de sensor:Scroll Wheel
Con Bluetooth:No
Con cable retráctil:No
Con cable:Sí
Marca:Trust
Tipo de mouse:Mouse gamer
Es gamer:Sí
Es inalámbrico USB:No
Modelo:Gxt 165
Cantidad de botones:8
Resolución del sensor:10000 dpi
Tipo de sensor:Óptico
Con Bluetooth:No
Con cable retráctil:No
Con cable:Sí
Marca:Trust
Resolución del sensor:10000 dpi"
"113188";"MO SENTEY USB";"MOUSES";"MOUSE SENTEY USB OEM";"https://static.nb.com.ar/i/nb_MOUSE-SENTEY-USB-OEM_ver_e53f854fa104b6db16243e2674938a9f.jpg";"21.0%";"5";"24 MESES";"U$S";"7.14";"8.64";"400";"2857.68";"3457.79";"Marca:Sentey
Código universal de producto:812366024565
Es inalámbrico USB:No
Tipo de sensor:Óptico
Con Bluetooth:No
Con cable:Sí"
"115268";"31040006400";"MOUSES";"MOUSE GAMER GX GAMING GENIUS AMMOX X1-600 BLACK";"https://static.nb.com.ar/i/nb_MOUSE-GAMER-GX-GAMING-GENIUS-AMMOX-X1-600-BLACK_ver_9b91804a5c20232a39634a7cc0c5513a.jpg";"10.5%";"5";"12 meses";"U$S";"32.44";"35.85";"400";"12977.15";"14339.75";"Modelo alfanumérico:X1-400
Marca:Genius
Sistemas operativos compatibles:Windows 7,Windows 8,Windows 8.1,Windows 10,macOS X 1O.7.4
Tipo de mouse:De juego
Código universal de producto:4710268250036
Orientación de la mano:Ambidiestro
Altura:123 mm
Interfaces:USB
Es inalámbrico USB:No
Línea:GX Gaming
Velocidad máxima:65 ips
Modelo:Ammox
Cantidad de botones:4
Resolución del sensor:3200 dpi
Tipo de sensor:Óptico
Embalaje del envío:Bolsa
Peso:110 g
Ancho:73 mm
Con Bluetooth:No
Con rueda de desplazamiento:Sí
Con cable:Sí"
"116817";"31030009407";"MOUSES";"MOUSE GENIUS NX-9000BT V2 GOLD NEW";"https://static.nb.com.ar/i/nb_MOUSE-GENIUS-NX-9000BT-V2-GOLD-NEW_ver_2db39392f3928d8011bc0256b542620a.jpg";"10.5%";"5";"12 meses";"U$S";"29.97";"33.12";"400";"11988.6";"13247.4";"Tipo de mouse:Convencional
Marca:Genius
Es recargable:Sí
Es inalámbrico:Sí
Es inalámbrico USB:Sí
Alcance máximo:10 m
Modelo:NX-9000BT
Cantidad de botones:3
Resolución del sensor:1600 dpi
Tecnología del sensor:BlueEye
Tipo de sensor:Óptico
Con Bluetooth:Sí
Con cable retráctil:No
Con rueda de desplazamiento:Sí
Con cable:No
Incluye mousepad:No
Interfaces:USB"
"116421";"24441";"MOUSES";"MOUSE TRUST YVI WIRELESS PINK CIRCLES";"https://static.nb.com.ar/i/nb_MOUSE-TRUST-YVI-WIRELESS-PINK-CIRCLES_ver_e3bc772009858bab023a74199ff117f0.png";"10.5%";"5";"12 meses";"U$S";"10";"11.06";"400";"4001.92";"4422.12";"Marca:Trust
Tipo de mouse:Convencional
Altura:40 mm
Interfaces:USB
Es recargable:No
Es inalámbrico:Sí
Es inalámbrico USB:Sí
Largo:95 mm
Alcance máximo:8 m
Modelo:Yvi
Cantidad de botones:4
Radio frecuencia:2.4 GHz
Resolución del sensor:1600 dpi
Tecnología del sensor:PMW3391
Tipo de sensor:Óptico
Ancho:57 mm
Con Bluetooth:No
Con interruptor de ahorro de energía:Sí
Con luces:No
Con rueda de desplazamiento:Sí"
"116425";"24114";"MOUSES";"MOUSE TRUST KUZA WIRELESS";"https://static.nb.com.ar/i/nb_MOUSE-TRUST-KUZA-WIRELESS_ver_37440f39e6010acf405be9a7b0b6e333.png";"10.5%";"5";"12 meses";"U$S";"12.68";"14.02";"400";"5073.6";"5606.33";"Marca:Trust
Sistemas operativos compatibles:Chrome OS; Mac OS; Windows
Tipo de mouse:Convencional
Código universal de producto:8713439241143
Es inalámbrico:Sí
Es inalámbrico USB:Sí
Modelo:Kuza
Cantidad de botones:6
Resolución del sensor:1600 dpi
Tipo de sensor:Óptico
Peso:78 g
Con Bluetooth:No
Con cable:No"
"115291";"23797";"MOUSES";"MOUSE GAMER TRUST TURE RGB LED GXT160X";"https://static.nb.com.ar/i/nb_MOUSE-GAMER-TRUST-TURE-RGB-LED-GXT160X_ver_5b7f8d1d42978bc01c2a24762c2477a5.png";"10.5%";"5";"12 meses";"U$S";"36.54";"40.37";"400";"14614.89";"16149.45";"Modelo alfanumérico:GTX 160
Marca:Trust
Sistemas operativos compatibles:Windows/mac
Tipo de mouse:De juego
Orientación de la mano:Ambidiestro
Interfaces:USB
Es inalámbrico USB:No
Alcance máximo:170 cm
Modelo:Ture
Cantidad de botones:7
Resolución del sensor:4500 dpi
Tecnología del sensor:A3050
Tipo de sensor:Óptico
Con Bluetooth:No
Con luces:Sí
Con rueda de desplazamiento:Sí
Con cable:Sí
Modelo alfanumérico:GTX 160
Marca:Trust
Sistemas operativos compatibles:Windows
Tipo de mouse:De juego
Código universal de producto:8713439237979
Orientación de la mano:Ambidiestro
Altura:42 mm
Interfaces:USB
Es inalámbrico USB:No
Alcance máximo:170 cm
Velocidad máxima:4000 ips
Modelo:Ture
Cantidad de botones:7
Resolución del sensor:4500 dpi
Tecnología del sensor:A3050
Tipo de sensor:Óptico
Peso:154 g
Ancho:72 mm
Con Bluetooth:No
Con luces:Sí
Con rueda de desplazamiento:Sí
Con cable:Sí"
"116230";"22417";"MOUSES";"MOUSE TRUST MACCI WIRELESS GXT115";"https://static.nb.com.ar/i/nb_MOUSE-TRUST-MACCI-WIRELESS-GXT115_ver_68c851c22c53d6d757d72021da796741.png";"10.5%";"5";"12 meses";"U$S";"19.41";"21.45";"400";"7764.16";"8579.4";"Battery type:AA
Ergonomic design:yes
DPI adjustable:yes
Silent click:no
On-board memory:no
Software:no
USB receiver storable:yes
Power saving:yes
DPI:800, 1200, 1600, 2000, 2400
Max. DPI: 2400 dpi
Sensor technology:optical
Formfactor:large
Sensor model: Trust Brand
Acceleration:10 G
Tracking speed:30 ips
Grip type:palm
Scroll wheel:yes
Number of buttons:6
Programmable buttons:no
Programmable buttons:no
Connection type:wireless
Bluetooth:no
Wireless protocols:RF 2.4GHz
Number of batteries:1"
"7656";"31010116106";"MOUSES";"MOUSE GENIUS DX-110 G5 BLACK PS2";"https://static.nb.com.ar/i/nb_MOUSE-GENIUS-DX-110-G5-BLACK-PS2_ver_dd3b652871085e36a0a297a5fa8ac41f.jpeg";"10.5%";"5";"12 meses";"U$S";"6.16";"6.8";"400";"2462.54";"2721.11";"Cantidad de botones:3
Color:Varios
Es inalámbrico USB:No
Con cable retráctil:No
Marca:Genius
EAN:0695977120150
Código universal de producto:0695977120150
Es recargable:No
Es inalámbrico USB:Sí
Modelo:DX-110
Tipo:Convencional
Número de botones:3
Radio frecuencia:2.4 GHz
Resolución del sensor:1000 dpi
Tipo de sensor:Óptico
Con rueda de desplazamiento:Sí
Con cable:Sí
Con Bluetooth:No
Color principal:Negro
Interfaz:PS2"
"6481";"31010125103";"MOUSES";"MOUSE GENIUS MICRO TRAV RETRAC RUBY";"https://static.nb.com.ar/i/nb_MOUSE-GENIUS-MICRO-TRAV-RETRAC-RUBY_ver_821bcab0b2c2298ea6d68df1004e116b.jpeg";"10.5%";"5";"12 meses";"U$S";"10.62";"11.74";"400";"4248.38";"4694.46";"Marca:Genius
Conexión:Con Cable
EAN:4710268228707
Código universal de producto:4710268228707
Es recargable:No
Es inalámbrico USB:No
Línea:Micro Traveler
Modelo:V2
Tipo:Mini
Resolución del sensor:1000 dpi
Tipo de sensor:Óptico
Con Bluetooth:No
Con cable retráctil:Sí
Con cable:Sí"
"111760";"ARXP-GM400W";"MOUSES";"MOUSE AUREOX LASERSIGHT WHITE GAMING GM400W";"https://static.nb.com.ar/i/nb_MOUSE-AUREOX-LASERSIGHT-WHITE-GAMING-GM400W_ver_902f1a05e29a28673078a0b768df6712.jpeg";"10.5%";"5";"12 MESES";"U$S";"13.56";"14.98";"400";"5422.77";"5992.16";"Con pesas:si 3 ajustables de 5g cada una
Botones:9 Programables
Cable:170Cm
Producto:LASERSIGHT W
Switch:Omron 10 millones de clics
DPI:Ajustables de 800 a 4800 en 6 estados
Modelo:	ARXP-GK400W
Peso:112g
Luz:RGB
Luz:RGB
Sensor:	Optico de grado Gaming
Software incluido:AUREOX con macros y perfiles"
"111600";"MOU ARXP-GM600";"MOUSES";"MOUSE AUREOX AIMASTER GAMING GM600";"https://static.nb.com.ar/i/nb_MOUSE-AUREOX-AIMASTER-GAMING-GM600_ver_d3255461d2ae20f5a4d89fbddbf42e1b.jpeg";"10.5%";"5";"12 MESES";"U$S";"16.95";"18.73";"400";"6781.82";"7493.92";"Luz:RGB
Sensor :Optico de grado Gaming
Switch:20 millones de clics
Cable:180Cm
Botones :7 Programables 
Modelo:ARXP-GM600
Software incluido:AUREOX con macros y perfiles
Con pesas:si internas
Peso:153g 
Producto:AIMASTER
DPI:	Ajustables de 200 a 10000 en 6 estados"
"108801";"9H.N2VBB.A2E";"MOUSES";"MOUSE GAMER ZOWIE ZA12-B BLACK";"https://static.nb.com.ar/i/nb_MOUSE-GAMER-ZOWIE-ZA12-B-BLACK_ver_12f7c644250022379155c6eb48a202e7.jpeg";"10.5%";"5";"12 meses";"U$S";"91.45";"101.05";"400";"36578.98";"40419.77";"Marca:Zowie
Tipo de mouse:De juego
Código universal de producto:840046043681
Interfaces:USB
Es inalámbrico USB:No
Línea:ZA Series
Alcance máximo:2 m
Modelo:ZA12-B
Cantidad de botones:5
Resolución del sensor:3200 dpi
Tecnología del sensor:3360
Tipo de sensor:Óptico
Con Bluetooth:No
Con rueda de desplazamiento:Sí
Con cable:Sí"
"117358";"31030020401";"MOUSES";"MOUSE GENIUS MICRO TRAV 9000R BLUE WIRELESS NEW PACKAGE";"https://static.nb.com.ar/i/nb_MOUSE-GENIUS-MICRO-TRAV-9000R-BLUE-WIRELESS-NEW-PACKAGE_ver_1f3d6f8cb5dcfed750691096ac485983.jpg";"10.5%";"5";"12 meses";"U$S";"28.45";"31.44";"400";"11379.6";"12574.46";"Es gamer:No
Marca:Genius
Tipo de mouse:Mini
Condición del ítem:Nuevo
Línea:Micro Traveler
Modelo:G9000RB
Cantidad de botones:3
Resolución del sensor:1200 dpi
Tipo de sensor:Infrarrojo
Con Bluetooth:No
Con cable retráctil:No
Con cable:No"
"118023";"24480";"MOUSES";"MOUSE TRUST REDEX WIRELESS GXT980";"https://static.nb.com.ar/i/nb_MOUSE-TRUST-REDEX-WIRELESS-GXT980_ver_0db3f254ef1166f386a36b1b9f1c2b9e.jpg";"10.5%";"5";"12 meses";"U$S";"49.41";"54.6";"400";"19763.2";"21838.34";"Es inalámbrico:Sí
Condición del ítem:Nuevo
Línea:Gamer
Modelo:Redex
Resolución del sensor:10000 dpi
Tecnología del sensor:Óptico
Tipo de sensor:Óptico
Con Bluetooth:No
Con cable:No
Marca:Trust
Cantidad de botones:6
Tipo de mouse:De juego
Es gamer:Sí
Es recargable:Sí
Código universal de producto:8713439244809"
"104931";"21963";"MOUSES";"MOUSE Y PAD GAMING TRUST ZIVA";"https://static.nb.com.ar/i/nb_MOUSE-Y-PAD-GAMING-TRUST-ZIVA_ver_efea1bd981c9fabfc5ce1e21999ef311.jpeg";"10.5%";"5";"12 meses";"U$S";"12.99";"14.35";"400";"5194.02";"5739.39";"Marca:Trust
Tipo de mouse:De juego
Interfaces:USB
Es inalámbrico USB:No
Línea:Ziva
Alcance máximo:130 cm
Modelo:Optical Mouse
Cantidad de botones:3
Características del producto:Sin vencimiento
Resolución del sensor:3000 dpi
Tipo de sensor:Óptico
Embalaje del envío:Caja
Con Bluetooth:No
Con rueda de desplazamiento:Sí
Con cable:Sí"
"100350";"31010116102";"MOUSES";"MOUSE GENIUS DX-110 USB WHITE";"https://static.nb.com.ar/i/nb_MOUSE-GENIUS-DX-110-USB-WHITE_ver_e3b9ba092e89d2fb51e8214201874eb0.jpeg";"10.5%";"5";"12 meses";"U$S";"6.04";"6.67";"400";"2414.19";"2667.68";"Marca:Genius
Conexión:Con Cable
EAN:4710268251507
Código universal de producto:4710268251507
Interfaz:USB
Es recargable:No
Modelo:DX-110 (USB)
Tipo:Convencional
Cantidad de botones:3
Radio frecuencia:2.4 GHz
Resolución del sensor:1000 dpi
Tipo de sensor:Óptico
Con rueda de desplazamiento:Sí
Con cable:Sí
Marca:Genius
Interfaz:USB
Es recargable:No
Es inalámbrico USB:No
Modelo:DX-110
Tipo:Convencional
Cantidad de botones:3
Radio frecuencia:2.4 GHz
Resolución del sensor:1000 dpi
Tipo de sensor:Óptico
Con Bluetooth:No
Con cable retráctil:No
Con rueda de desplazamiento:Sí
Con cable:Sí"
"115305";"23645";"MOUSES";"MOUSE TRUST IDON ILLUMINATED GXT950";"https://static.nb.com.ar/i/nb_MOUSE-TRUST-IDON-ILLUMINATED-GXT950_ver_71ad77c9348f08fd80be34ec80fbd701.png";"10.5%";"5";"12 meses";"U$S";"30.94";"34.18";"400";"12374.65";"13673.99";"Modelo alfanumérico:GXT 950
Marca:Trust
Tipo de mouse:De juego
Código universal de producto:8713439236453
Altura:41 mm
Interfaces:USB-A
Es inalámbrico USB:No
Largo:130 mm
Alcance máximo:180 cm
Modelo:GXT 950 IDON
Cantidad de botones:7
Resolución del sensor:6000 dpi
Tecnología del sensor:ATG-4090
Tipo de sensor:Óptico
Peso:145 g
Ancho:71 mm
Con Bluetooth:No
Con luces:Sí
Con rueda de desplazamiento:Sí
Con cable:Sí"
"104349";"23337";"MOUSES";"MOUSE TRUST SKETCH SILENT WIRELESS YELLOW";"https://static.nb.com.ar/i/nb_MOUSE-TRUST-SKETCH-SILENT-WIRELESS-YELLOW_ver_bb6690e51c3365e96594a590d9a3a28c.jpeg";"10.5%";"5";"12 meses";"U$S";"14.87";"16.43";"400";"5947.74";"6572.25";"Marca:Trust
Tipo de mouse:Wireless
Es inalámbrico USB:Sí
Modelo:Sktech
Cantidad de botones:3
Resolución del sensor:1600 dpi
Tecnología del sensor:Óptico
Tipo de sensor:Óptico
Con Bluetooth:No
Con cable:No"
"109013";"9H.N34BB.A3E";"MOUSES";"MOUSE GAMER ZOWIE GEAR FK2-B-WH WHITE";"https://static.nb.com.ar/i/nb_MOUSE-GAMER-ZOWIE-GEAR-FK2-B-WH-WHITE_ver_34772d841fdf6e4337c5c4e7f0c82eb5.jpeg";"10.5%";"4";"12 meses";"U$S";"103.49";"114.36";"400";"41397.38";"45744.11";"Marca:Zowie
Tipo de mouse:De juego
Código universal de producto:4544438040901
Es recargable:No
Es inalámbrico USB:No
Línea:FK Series
Modelo:FK2-B
Cantidad de botones:5
Resolución del sensor:3200 dpi
Tecnología del sensor:3360
Tipo de sensor:Óptico
Con Bluetooth:No
Con cable:Sí"
"117369";"31030009406";"MOUSES";"MOUSE GENIUS NX-9000BT V2 IRON GRAY NEW";"https://static.nb.com.ar/i/nb_MOUSE-GENIUS-NX-9000BT-V2-IRON-GRAY-NEW_ver_ede86ec9e68f17b703ba8a086dcbe4e4.jpg";"10.5%";"5";"12 meses";"U$S";"31.51";"34.82";"400";"12603.4";"13926.76";"Con cable retráctil:No
Marca:Genius
Tipo de mouse:Convencional
Incluye mousepad:No
Interfaces:USB
Es recargable:Sí
Es inalámbrico:Sí
Es inalámbrico USB:Sí
Condición del ítem:Nuevo
Alcance máximo:10 m
Modelo:NX-9000BT
Cantidad de botones:3
Resolución del sensor:1600 dpi
Tecnología del sensor:BlueEye
Con Bluetooth:Sí
Con rueda de desplazamiento:Sí
Con cable:No"
