COMPUTADORAS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,categoria
Servidores,,,,,,
70016006,Cable Patch Cord Cat5 02.0 Mts FURUKAWA Neg,U$s 6.00,$ 1740.00,+21%,,CABLES y CONECTORES - De Redes
17679,Cable Patch Cord Cat5 02.0 Mts SKYWAY PC2,U$s 1.24,$ 359.60,+21%,,CABLES y CONECTORES - De Redes
17616,Cable Patch Cord Cat5 03.0 Mts SKYWAY PC3,U$s 1.47,$ 426.88,+21%,,CABLES y CONECTORES - De Redes
7554,Cable Patch Cord Cat5 05.0 Mts MILEC CK-5M,U$s 2.89,$ 837.81,+21%,,CABLES y CONECTORES - De Redes
17602,Cable Patch Cord Cat5 10.0 Mts SKYWAY,U$s 7.60,$ 2204.87,+21%,,CABLES y CONECTORES - De Redes
17595,Cable Patch Cord Cat6 00.5 Mts FURUKAWA 35123100,U$s 7.01,$ 2033.19,+21%,,CABLES y CONECTORES - De Redes
17637,Cable Patch Cord Cat6 00.5 Mts KELYX CPCC6K05,U$s 1.48,$ 429.49,+21%,,CABLES y CONECTORES - De Redes
17634,Cable Patch Cord Cat6 01.0 Mts FURUKAWA 35123101,U$s 8.75,$ 2538.08,+21%,,CABLES y CONECTORES - De Redes
17641,Cable Patch Cord Cat6 01.0 Mts KELYX CPCC6K01,U$s 1.80,$ 523.45,+21%,,CABLES y CONECTORES - De Redes
17663,Cable Patch Cord Cat6 01.0 Mts NISUTA NSCUT61,U$s 3.22,$ 934.67,+21%,Ver Detalles,CABLES y CONECTORES - De Redes
17597,Cable Patch Cord Cat6 01.5 Mts FURUKAWA 35123102,U$s 9.14,$ 2650.89,+21%,,CABLES y CONECTORES - De Redes
17621,Cable Patch Cord Cat6 02.0 Mts INTELLINET I8269,U$s 8.54,$ 2476.89,+21%,,CABLES y CONECTORES - De Redes
17642,Cable Patch Cord Cat6 02.0 Mts KELYX CPCC6K02,U$s 2.62,$ 758.35,+21%,,CABLES y CONECTORES - De Redes
17678,Cable Patch Cord Cat6 02.5 Mts FURUKAWA AZUL,U$s 6.88,$ 1994.04,+21%,,CABLES y CONECTORES - De Redes
17659,Cable Telefono NOGA CTEL 100 Mts Plano Crema,U$s 21.80,$ 6321.71,+21%,,CABLES y CONECTORES - De Redes
17625,Cable UTP Cat5 Exterior 001M EPUYEN EP305ECT,U$s 0.51,$ 147.61,+21%,,CABLES y CONECTORES - De Redes
17661,Cable UTP Cat5 Exterior 100M NETMAK NU5E,U$s 30.42,$ 8820.64,+21%,,CABLES y CONECTORES - De Redes
8000,Cable UTP Cat5 Exterior 305M FURUKAWA 23200110,U$s 400.08,$ 116022.62,+21%,,CABLES y CONECTORES - De Redes
17605,Cable UTP Cat5 Exterior 305M NET QUIALITY,U$s 79.81,$ 23143.45,+21%,,CABLES y CONECTORES - De Redes
4590,Cable UTP Cat5 Exterior 305M NOGA C-788,U$s 90.76,$ 26320.40,+21%,,CABLES y CONECTORES - De Redes
70020384,Cable UTP Cat5 Exterior 305M OPTIFIBER OFUTPC5EXT,U$s 60.54,$ 17556.89,+21%,,CABLES y CONECTORES - De Redes
17635,Cable UTP Cat5 Interior 001M 1V KELYX UKI5,U$s 0.24,$ 68.44,+21%,,CABLES y CONECTORES - De Redes
4591,Cable UTP Cat5 interior 001M FURUKAWA 23200115,U$s 356.69,$ 103441.26,+21%,,CABLES y CONECTORES - De Redes
17598,Cable UTP Cat5 interior 001M KOLKE KC-105,U$s 0.28,$ 81.20,+21%,,CABLES y CONECTORES - De Redes
17600,Cable UTP Cat5 interior 001M NETMAK NM-R01,U$s 0.33,$ 95.70,+21%,,CABLES y CONECTORES - De Redes
17655,Cable UTP Cat5 interior 001M SKYWAY SK-UTP305,U$s 0.18,$ 52.20,+21%,,CABLES y CONECTORES - De Redes
17645,Cable UTP Cat5 Interior 100M ANYBYTE M957132,U$s 24.08,$ 6982.62,+21%,,CABLES y CONECTORES - De Redes
17660,Cable UTP Cat5 Interior 100M NETMAK NU5I,U$s 32.74,$ 9495.76,+21%,,CABLES y CONECTORES - De Redes
70020056,Cable UTP Cat5 Interior 305M DITRON DIT5E,U$s 79.82,$ 23146.64,+21%,,CABLES y CONECTORES - De Redes
70020439,Cable UTP Cat5 Interior 305M KANJI KJ CAT5E,U$s 75.31,$ 21840.19,+21%,,CABLES y CONECTORES - De Redes
17596,Cable UTP Cat5 interior 305M SIERA OP13640-4,U$s 75.88,$ 22006.36,+21%,,CABLES y CONECTORES - De Redes
9937,Cable UTP CAT6 Exterior 001M FKW 23400045,U$s 0.97,$ 281.88,+21%,,CABLES y CONECTORES - De Redes
17636,Cable UTP Cat6 Exterior 001M KELYX UKE6,U$s 0.39,$ 112.23,+21%,,CABLES y CONECTORES - De Redes
70020440,Cable UTP Cat6 Exterior 305M KANJI KJ CAT6E,U$s 97.32,$ 28221.93,+21%,,CABLES y CONECTORES - De Redes
17653,Cable UTP Cat6 Interior 001M MILEC UTP6I,U$s 0.25,$ 72.21,+21%,,CABLES y CONECTORES - De Redes
17662,Cable UTP Cat6 Interior 100M NETMAK NU6I,U$s 38.52,$ 11171.38,+21%,,CABLES y CONECTORES - De Redes
17658,Cable UTP Cat6 Interior 305M NOGA NG-UTP3,U$s 108.11,$ 31353.35,+21%,Ver Detalles,CABLES y CONECTORES - De Redes
Paralelo,,,,,,
73,Cable Imp Paralelo 01.80 Mts ,U$s 1.32,$ 382.80,+21%,,CABLES y CONECTORES - Paralelo
1182,Cable Imp Paralelo 03.00 Mts NOGA CC318-3,U$s 3.10,$ 899.00,+21%,,CABLES y CONECTORES - Paralelo
79,Cable Imp Paralelo 07.00 Mts ,U$s 5.18,$ 1502.20,+21%,,CABLES y CONECTORES - Paralelo
77,Cable Imp Paralelo 10.00 Mts,U$s 5.90,$ 1711.00,+21%,,CABLES y CONECTORES - Paralelo
USB y Celulares,,,,,,
69308728,Cable Imp USB A M - USB B M 1.5 Mts MILEC U15,U$s 1.70,$ 493.00,+21%,,CABLES y CONECTORES - USB y Celulares
69308745,Cable Imp USB A M - USB B M 1.5 Mts NETMAK NM-C03,U$s 1.71,$ 496.19,+21%,,CABLES y CONECTORES - USB y Celulares
70,Cable Imp USB A M - USB B M 3.0 Mts SKYWAY,U$s 2.46,$ 713.11,+21%,,CABLES y CONECTORES - USB y Celulares
308,Cable Imp USB A M - USB B M 5.0 Mts MILEC U50,U$s 6.54,$ 1895.73,+21%,,CABLES y CONECTORES - USB y Celulares
69308734,Cable OTG Micro USB M - USB H SKYWAY SK-OTG,U$s 1.32,$ 382.51,+21%,,CABLES y CONECTORES - USB y Celulares
69308720,Cable USB 3.0 M - MicroUSB 3.0 M 01.8M MILEC MUSB,U$s 5.92,$ 1718.25,+21%,,CABLES y CONECTORES - USB y Celulares
69308740,Cable USB 3.0 M - USB 3.0 M 01.5M NETMAK NM-C85,U$s 12.69,$ 3681.26,+21%,,CABLES y CONECTORES - USB y Celulares
69308741,Cable USB 3.1 M - USB C M 01.0M SKYWAY SK-UC,U$s 4.19,$ 1214.52,+21%,,CABLES y CONECTORES - USB y Celulares
70020085,Cable USB 3.1 M - USB C M 01.5M NETMAK NM-C99,U$s 2.69,$ 780.10,+21%,,CABLES y CONECTORES - USB y Celulares
1549001,Cable USB M - 2en1 0.4M SOUL C38 Apple-Android,U$s 9.99,$ 2897.10,+21%,,CABLES y CONECTORES - USB y Celulares
1549002,Cable USB M - 3en1 0.4M MILEC AP3 Apple-Android,U$s 4.96,$ 1438.40,+21%,,CABLES y CONECTORES - USB y Celulares
1549004,Cable USB M - 3en1 0.4M SKYWAY SK-CB15 Apple-Andro,U$s 1.70,$ 493.58,+21%,,CABLES y CONECTORES - USB y Celulares
1549000,Cable USB M - Dock 30p M PLEX CPA01 Apple,U$s 5.54,$ 1606.60,+21%,,CABLES y CONECTORES - USB y Celulares
69308750,Cable USB M - Dock 30P M SKYWAY SK-CB49 Tablets,U$s 2.76,$ 801.56,+21%,,CABLES y CONECTORES - USB y Celulares
1549007,Cable USB M - LIGHTH 30P M 2M SKYWAY SK-CB08,U$s 4.50,$ 1305.00,+21%,,CABLES y CONECTORES - USB y Celulares
69308729,Cable USB M - Lightn 30P M 1M SKYWAY SK-CB02 Apple,U$s 2.68,$ 776.62,+21%,,CABLES y CONECTORES - USB y Celulares
69308730,Cable USB M - Lightn 30P M 1M SKYWAY SK-CB08 Apple,U$s 1.12,$ 325.96,+21%,,CABLES y CONECTORES - USB y Celulares
1549006,Cable USB M - Lightn 30P M 2M SKYWAY SK-CB02 Apple,U$s 3.34,$ 968.02,+21%,,CABLES y CONECTORES - USB y Celulares
1549005,Cable USB M - Lightn 30P M 2M SKYWAY SK-CB21 Apple,U$s 3.60,$ 1044.87,+21%,,CABLES y CONECTORES - USB y Celulares
1549003,Cable USB M - Lightn 30P M MILEC MUSBIP Apple,U$s 5.84,$ 1693.60,+21%,,CABLES y CONECTORES - USB y Celulares
570002,Cable USB M - Lightn 30P M PLEX CPA02 Apple,U$s 4.50,$ 1305.00,+21%,,CABLES y CONECTORES - USB y Celulares
70020249,Cable USB M - Micro Pin 2.0mm Alim UC-39,U$s 4.71,$ 1366.19,+21%,,CABLES y CONECTORES - USB y Celulares
69308746,Cable USB M - MicroUSB M 00.8M MILEC MPMU Plano,U$s 1.48,$ 427.75,+21%,,CABLES y CONECTORES - USB y Celulares
69308721,Cable USB M - MicroUSB M 00.8M MILEC MUSB08,U$s 1.39,$ 402.52,+21%,,CABLES y CONECTORES - USB y Celulares
69308743,Cable USB M - MicroUSB M 00.9M 6 Pins NIKON UC-ES,U$s 9.36,$ 2714.40,+21%,,CABLES y CONECTORES - USB y Celulares
1549008,Cable USB M - MicroUSB M 00.9M SKYWAY SK-V008 Andr,U$s 0.79,$ 230.26,+21%,,CABLES y CONECTORES - USB y Celulares
69308731,Cable USB M - MicroUSB M 01.0M MILEC MU02,U$s 1.83,$ 531.86,+21%,,CABLES y CONECTORES - USB y Celulares
70020304,Cable USB M - MicroUSB M 01.5M TECNOCEL 20304,U$s 1.21,$ 350.90,+21%,,CABLES y CONECTORES - USB y Celulares
70020078,Cable USB M - MicroUSB M 01.8M KOLKE 600095,U$s 2.11,$ 611.03,+21%,,CABLES y CONECTORES - USB y Celulares
70020079,Cable USB M - MicroUSB M 02.0M MILEC Trenzado MU06,U$s 3.47,$ 1006.59,+21%,,CABLES y CONECTORES - USB y Celulares
69308749,Cable USB M - MicroUSB M 03.0M KOSMO K21A,U$s 4.01,$ 1162.03,+21%,,CABLES y CONECTORES - USB y Celulares
9955,Cable USB M - MicroUSB M 03.0M NETMAK NM-C70 3,U$s 3.04,$ 880.44,+21%,,CABLES y CONECTORES - USB y Celulares
1549009,Cable USB M - MicroUSB M 90º 01.5M INTELLINET U90,U$s 2.21,$ 642.06,+21%,,CABLES y CONECTORES - USB y Celulares
69308747,Cable USB M - Mini USB 8Pins M SKYWAY UC-E6,U$s 4.66,$ 1351.69,+21%,,CABLES y CONECTORES - USB y Celulares
69308718,Cable USB M - Mini USB M 01.8M MILEC MIUSB18,U$s 1.66,$ 479.95,+21%,,CABLES y CONECTORES - USB y Celulares
7589,Cable USB M - USB M 02.0M NOGA USBMM20,U$s 3.74,$ 1084.60,+21%,,CABLES y CONECTORES - USB y Celulares
7545,Cable USB M - USB M 03.0M NOGA USBMM30,U$s 3.88,$ 1125.20,+21%,,CABLES y CONECTORES - USB y Celulares
69308744,Cable USB M - USB M U4 MILEC U4 P/CAMARAS,U$s 5.28,$ 1531.49,+21%,,CABLES y CONECTORES - USB y Celulares
69308763,Cable USB Tipo C M - USB M 1.0M KOSMO UTCU,U$s 4.48,$ 1298.91,+21%,,CABLES y CONECTORES - USB y Celulares
Alargues,,,,,,
9071,Cable Alargue HDMI M-H 03.0M SKYWAY ALH3,U$s 10.00,$ 2899.13,+21%,,CABLES y CONECTORES - Alargues
9049,Cable Alargue USB 2.0 M-H 01.0M MILEC,U$s 2.96,$ 859.85,+21%,,CABLES y CONECTORES - Alargues
9047,Cable Alargue USB 2.0 M-H 01.8M PCBOX,U$s 2.44,$ 708.18,+21%,,CABLES y CONECTORES - Alargues
7553,Cable Alargue USB 2.0 M-H 02.0M SKYWAY,U$s 2.75,$ 798.66,+21%,,CABLES y CONECTORES - Alargues
1620,Cable Alargue USB 2.0 M-H 03.0M MILEC,U$s 4.33,$ 1254.83,+21%,,CABLES y CONECTORES - Alargues
9169,Cable Alargue USB 2.0 M-H 05.0M Mallado C/F,U$s 17.01,$ 4934.06,+21%,,CABLES y CONECTORES - Alargues
9061,Cable Alargue USB 2.0 M-H 05.0M NETMAK Mallado C/F,U$s 17.35,$ 5031.50,+21%,Ver Detalles,CABLES y CONECTORES - Alargues
62,Cable Alargue VGA M-H 01.8M NOGA ALVGA018,U$s 3.25,$ 942.50,+21%,,CABLES y CONECTORES - Alargues
544,Cable Alargue VGA M-H 03.0M NOGA ALVGA030,U$s 4.66,$ 1351.40,+21%,,CABLES y CONECTORES - Alargues
9046,Cable Alargue VGA M-H 10.0M NOGA ALVGA100,U$s 12.07,$ 3500.30,+21%,,CABLES y CONECTORES - Alargues
Adaptadores,,,,,,
55007699,Adaptador 110v-220v MILEC A110220,U$s 0.68,$ 197.78,+21%,,CABLES y CONECTORES - Adaptadores
55007687,Adaptador 2 RCA H - 2 RCA H MILEC 2RCAHX2,U$s 1.39,$ 402.52,+21%,,CABLES y CONECTORES - Adaptadores
55007671,Adaptador 3 RCA H - HDMI H MILEC AV-HDMI,U$s 17.56,$ 5092.98,+21%,,CABLES y CONECTORES - Adaptadores
55007690,Adaptador 5.5x2.1 - 5.5x2.5 MILEC 5525,U$s 2.10,$ 608.71,+21%,,CABLES y CONECTORES - Adaptadores
55007662,Adaptador DB25 M - DB9 H KOLKE DB25MDB9H,U$s 5.37,$ 1556.14,+21%,,CABLES y CONECTORES - Adaptadores
55007684,Adaptador Displayport M - HDMI H MILEC DPMHDMIH,U$s 7.24,$ 2099.31,+21%,,CABLES y CONECTORES - Adaptadores
55007674,Adaptador Displayport M - HDMI H NISUTA NS-DPHD,U$s 15.50,$ 4493.84,+21%,Ver Detalles,CABLES y CONECTORES - Adaptadores
55007664,Adaptador Displayport M - VGA H HDMI H DVI-I H,U$s 24.55,$ 7118.34,+21%,,CABLES y CONECTORES - Adaptadores
55007659,Adaptador DVI-D DUAL L H - HDMI M KOLKE KD3,U$s 4.23,$ 1226.70,+21%,,CABLES y CONECTORES - Adaptadores
55007697,Adaptador DVI-D Dual L M - HDMI H KOLKE KD6,U$s 3.23,$ 936.12,+21%,,CABLES y CONECTORES - Adaptadores
55007658,Adaptador DVI-D DUAL L M - HDMI M KOLKE KD2,U$s 7.72,$ 2239.96,+21%,,CABLES y CONECTORES - Adaptadores
18837,Adaptador DVI-D M - VGA H MILEC DVIHVGAH,U$s 5.53,$ 1603.12,+21%,,CABLES y CONECTORES - Adaptadores
55007657,Adaptador DVI-I DUAL L M - HDMI H KOLKE KD1,U$s 4.91,$ 1423.90,+21%,,CABLES y CONECTORES - Adaptadores
55007655,Adaptador DVI-I M - HDMI H NETMAK NM-400,U$s 4.98,$ 1444.20,+21%,,CABLES y CONECTORES - Adaptadores
1516,Adaptador DVI-I M - VGA H INTCO,U$s 7.00,$ 2030.00,+21%,,CABLES y CONECTORES - Adaptadores
70020292,Adaptador Fichas 110V - 220V MILEC 110220,U$s 0.89,$ 258.97,+21%,,CABLES y CONECTORES - Adaptadores
55007691,Adaptador HDMI H - -VGA H MILEC HDMI2VGA,U$s 8.79,$ 2549.97,+21%,,CABLES y CONECTORES - Adaptadores
55007670,Adaptador HDMI H - 3 RCA H MILEC HDMI-AV,U$s 30.51,$ 8847.32,+21%,,CABLES y CONECTORES - Adaptadores
55007700,Adaptador HDMI H - HDMI H 90º NETMAK NM-HDMIHH,U$s 3.41,$ 990.06,+21%,,CABLES y CONECTORES - Adaptadores
8669,Adaptador HDMI H - HDMI M 90º KOLKE HDMI90,U$s 1.71,$ 495.90,+21%,,CABLES y CONECTORES - Adaptadores
55007665,Adaptador HDMI H - VGA H + 2RCA MILEC H02,U$s 27.62,$ 8010.96,+21%,,CABLES y CONECTORES - Adaptadores
55007663,Adaptador HDMI M - VGA H + 3.5 M MANHATTAN 151450,U$s 49.74,$ 14424.60,+21%,Ver Detalles,CABLES y CONECTORES - Adaptadores
55007666,Adaptador HDMI M - VGA H + 3.5mm MILEC YL263A,U$s 6.42,$ 1862.09,+21%,,CABLES y CONECTORES - Adaptadores
55007660,Adaptador MICRO HDMI M A HDMI H NETMAK NM-402,U$s 4.05,$ 1174.50,+21%,,CABLES y CONECTORES - Adaptadores
55007698,Adaptador Micro USB H - USB Tipo C M MILEC MUSBHUS,U$s 1.93,$ 560.86,+21%,,CABLES y CONECTORES - Adaptadores
55007650,Adaptador Mini Display Port a VGA DVI HDMI KANJI ,U$s 37.39,$ 10843.10,+21%,,CABLES y CONECTORES - Adaptadores
55007656,Adaptador Mini HDMI M a HDMI H NETMAK NM-401,U$s 2.64,$ 765.60,+21%,,CABLES y CONECTORES - Adaptadores
9042,Adaptador Plug 3.5mm - 2 Jack 3.5 H SKYWAY AD14,U$s 0.99,$ 287.68,+21%,,CABLES y CONECTORES - Adaptadores
55007689,Adaptador Plug 6.5mm Mono - Jack RCA Mono MILEC P6,U$s 1.25,$ 361.34,+21%,,CABLES y CONECTORES - Adaptadores
7985,ADAPTADOR SEEMAX HDMI H  A HDMI H,U$s 6.36,$ 1844.40,+21%,,CABLES y CONECTORES - Adaptadores
55007676,Adaptador USB C M - HDMI H NISUTA NS-USBCHD,U$s 24.02,$ 6965.22,+21%,Ver Detalles,CABLES y CONECTORES - Adaptadores
55007678,Adaptador USB C M - RED NISUTA NS-COUSRHC,U$s 26.87,$ 7791.14,+21%,Ver Detalles,CABLES y CONECTORES - Adaptadores
55007677,Adaptador USB C M - USB 3.0 H NISUTA NS-ADUCU3,U$s 4.76,$ 1381.27,+21%,Ver Detalles,CABLES y CONECTORES - Adaptadores
55007692,Balun Extensor VGA M - RJ45 H 10M MILEC BVGA,U$s 10.62,$ 3080.96,+21%,,CABLES y CONECTORES - Adaptadores
55007694,Cable Adaptador Molex M - 6 Pins SKYWAY MOL1,U$s 2.25,$ 651.34,+21%,,CABLES y CONECTORES - Adaptadores
55007679,Cable Adaptador USB A 2 PS2,U$s 4.83,$ 1400.70,+21%,,CABLES y CONECTORES - Adaptadores
17618,Cable Serie DB9 M - RJ45 M MILEC DB9MRJ45M RS232,U$s 5.66,$ 1641.40,+21%,,CABLES y CONECTORES - Adaptadores
818,Cable Serie DB9M - DB9H 01.5M NETMAK NM-DB9HM,U$s 2.85,$ 826.50,+21%,,CABLES y CONECTORES - Adaptadores
1564,Cable USB M - DB9H Serie MANHATTAN 205146,U$s 28.47,$ 8256.59,+21%,,CABLES y CONECTORES - Adaptadores
55007652,Cable USB M - DB9H Serie PROLIFIC 205146,U$s 21.81,$ 6324.90,+21%,,CABLES y CONECTORES - Adaptadores
55007653,Cable USB M - LPT DB25 H 1.0M NETMAK NM-C35,U$s 10.91,$ 3163.90,+21%,Ver Detalles,CABLES y CONECTORES - Adaptadores
3234,Cable USB M - LPT DB25 H 1.8M MANHATTAN 130230,U$s 31.75,$ 9207.50,+21%,,CABLES y CONECTORES - Adaptadores
55007675,Cable USB M - LPT DB36 H 1.5M NISUTA NS-USB1284,U$s 12.02,$ 3484.35,+21%,Ver Detalles,CABLES y CONECTORES - Adaptadores
9101,Cable USB-H A OTG-M SAMSUNG OTGTABSAM,U$s 2.89,$ 838.10,+21%,,CABLES y CONECTORES - Adaptadores
55007667,Derivador TV 2 Sal NOGA T1112 75 ohms 900 MHz,U$s 1.09,$ 316.39,+21%,,CABLES y CONECTORES - Adaptadores
55007668,Derivador TV 4 Sal NOGA T1122 75 ohms 900 MHz,U$s 1.69,$ 488.94,+21%,,CABLES y CONECTORES - Adaptadores
55007680,Extensor HDMI UTP 60M C6 MILEC EXTHDMI60C6,U$s 87.20,$ 25288.00,+21%,,CABLES y CONECTORES - Adaptadores
Video,,,,,,
18889,Adaptador HDMI M - VGA H + 3.5mm SKYWAY SK-C02,U$s 10.31,$ 2989.61,+21%,,CABLES y CONECTORES - Video
70020144,Adaptador HDMI M - VGA H SKYWAY SK-C03,U$s 6.68,$ 1936.04,+21%,,CABLES y CONECTORES - Video
1085,Cable Alargue VGA M-H 05.0M NOGA ALVGA050,U$s 7.09,$ 2056.97,+21%,,CABLES y CONECTORES - Video
9776,Cable DVI M A VGA H 02.00 Mts NOGANET,U$s 11.48,$ 3329.20,+21%,,CABLES y CONECTORES - Video
18917,Cable DVI-D M - DVI-D M 1.8M 085HZ MILEC DV18,U$s 7.90,$ 2291.00,+21%,,CABLES y CONECTORES - Video
18825,Cable HDMI M - DVI-D 01.5M NISUTA NS-CADVHD2,U$s 8.59,$ 2491.10,+21%,Ver Detalles,CABLES y CONECTORES - Video
691,Cable HDMI M - HDMI M v1.4 01.2M KOLKE HDMI012,U$s 3.52,$ 1020.80,+21%,,CABLES y CONECTORES - Video
18928,Cable HDMI M - HDMI M v1.4 01.5M KOLKE HDMI015,U$s 3.01,$ 873.48,+21%,,CABLES y CONECTORES - Video
70020289,Cable HDMI M - HDMI M v1.4 01.5M MEGALITE MLHDMI15,U$s 3.10,$ 899.29,+21%,,CABLES y CONECTORES - Video
70020290,Cable HDMI M - HDMI M v1.4 01.5M NETMAK NMHDMI15,U$s 3.10,$ 899.29,+21%,,CABLES y CONECTORES - Video
18832,Cable HDMI M - HDMI M v1.4 01.5M SKYWAY SHD01-5,U$s 2.22,$ 643.51,+21%,,CABLES y CONECTORES - Video
205,Cable HDMI M - HDMI M v1.4 01.8M KOLKE HDMI018,U$s 2.33,$ 675.99,+21%,,CABLES y CONECTORES - Video
18827,Cable HDMI M - HDMI M v1.4 02.0M GLOBAL GHDMI02,U$s 2.76,$ 800.40,+21%,,CABLES y CONECTORES - Video
1353,Cable HDMI M - HDMI M v1.4 03.0M KOLKE HDMI030,U$s 4.23,$ 1225.83,+21%,,CABLES y CONECTORES - Video
18833,Cable HDMI M - HDMI M v1.4 03.0M SKYWAY SHD03-0,U$s 4.09,$ 1186.10,+21%,,CABLES y CONECTORES - Video
18828,Cable HDMI M - HDMI M v1.4 05.0M GLOBAL GHDMI05,U$s 5.26,$ 1526.56,+21%,,CABLES y CONECTORES - Video
6698,Cable HDMI M - HDMI M v1.4 05.0M NOGA,U$s 16.06,$ 4657.40,+21%,,CABLES y CONECTORES - Video
18834,Cable HDMI M - HDMI M v1.4 05.0M SKYWAY SHD05-0,U$s 5.37,$ 1556.72,+21%,,CABLES y CONECTORES - Video
18835,Cable HDMI M - HDMI M v1.4 07.5M SKYWAY SHD07-5,U$s 7.58,$ 2196.75,+21%,,CABLES y CONECTORES - Video
18829,Cable HDMI M - HDMI M v1.4 10.0M GLOBAL GHDMI10,U$s 14.67,$ 4254.59,+21%,,CABLES y CONECTORES - Video
18929,Cable HDMI M - HDMI M v1.4 10.0M KOLKE HDMI100,U$s 9.17,$ 2660.46,+21%,,CABLES y CONECTORES - Video
18836,Cable HDMI M - HDMI M v1.4 10.0M SKYWAY SHD10-0 Pl,U$s 10.65,$ 3088.21,+21%,,CABLES y CONECTORES - Video
18845,Cable HDMI M - HDMI M v1.4 15.0M SKYWAY SHD15-0,U$s 13.70,$ 3972.42,+21%,,CABLES y CONECTORES - Video
18930,Cable HDMI M - HDMI M v1.4 20.0M KOLKE HDMI200,U$s 22.75,$ 6596.92,+21%,,CABLES y CONECTORES - Video
18846,Cable HDMI M - HDMI M v1.4 20.0M SKYWAY SHD20-0,U$s 22.80,$ 6612.58,+21%,,CABLES y CONECTORES - Video
70020122,Cable HDMI M - HDMI M v2.0 01.5M TRV TH4K15,U$s 5.73,$ 1660.83,+21%,Ver Detalles,CABLES y CONECTORES - Video
70020124,Cable HDMI M - HDMI M v2.0 01.8M LOCH H4K15,U$s 4.59,$ 1330.23,+21%,,CABLES y CONECTORES - Video
70020050,Cable HDMI M - HDMI M v2.0 01.8M SKYWAY SH218,U$s 5.30,$ 1536.71,+21%,,CABLES y CONECTORES - Video
70020123,Cable HDMI M - HDMI M v2.0 03.0M TRV TH4K30,U$s 7.24,$ 2099.60,+21%,Ver Detalles,CABLES y CONECTORES - Video
70020051,Cable HDMI M - HDMI M v2.0 05.0M SKYWAY SH250,U$s 9.11,$ 2640.74,+21%,,CABLES y CONECTORES - Video
70020146,Cable HDMI M - HDMI M v2.0 15.0M SKYWAY SK-15HD4K,U$s 43.54,$ 12627.76,+21%,,CABLES y CONECTORES - Video
8771,Cable HDMI M - Micro HDMI M 01.80 Mts NOGA,U$s 6.80,$ 1973.16,+21%,Ver Detalles,CABLES y CONECTORES - Video
8823,Cable HDMI M - Mini HDMI M 02.00 Mts NOGA MH2,U$s 7.52,$ 2181.09,+21%,,CABLES y CONECTORES - Video
18850,Cable KVM Switch PS2 01.8M MILEC KVMP18,U$s 11.16,$ 3235.53,+21%,,CABLES y CONECTORES - Video
18851,Cable KVM Switch USB 01.8M MILEC KVMU18,U$s 29.26,$ 8486.56,+21%,,CABLES y CONECTORES - Video
18887,Cable MicroUSB M a HDMI M MHL 05P MILEC MHD05,U$s 9.61,$ 2787.19,+21%,,CABLES y CONECTORES - Video
18888,Cable MicroUSB M a HDMI M MHL 11P MILEC MHD11,U$s 11.61,$ 3365.45,+21%,,CABLES y CONECTORES - Video
4613,Cable NOGANET AC-3033 A/V 3 RCA A 3 RCA COAXIAL,U$s 2.38,$ 690.20,+21%,,CABLES y CONECTORES - Video
18843,Cable Splitter Video VGA 2 Sal MILEC MSP2VGA,U$s 6.20,$ 1797.42,+21%,,CABLES y CONECTORES - Video
18841,Cable VGA M - 2 VGA H 00.5M NOGA VGAM2VGAH,U$s 6.41,$ 1858.61,+21%,,CABLES y CONECTORES - Video
70020038,Cable VGA M - VGA M 01.5M NETMAQ NM-C18,U$s 3.66,$ 1060.53,+21%,,CABLES y CONECTORES - Video
18926,Cable VGA M - VGA M 03.0M INTELLINET VGA3,U$s 3.17,$ 919.30,+21%,,CABLES y CONECTORES - Video
18931,Cable VGA M - VGA M 03.0M KOLKE KVGA030,U$s 4.20,$ 1218.87,+21%,,CABLES y CONECTORES - Video
18839,Cable VGA M - VGA M 03.0M NOGA NVGA03,U$s 2.43,$ 704.70,+21%,,CABLES y CONECTORES - Video
18852,Cable VGA M - VGA M 03.0M SKYWAY VGAS03,U$s 5.00,$ 1449.13,+21%,,CABLES y CONECTORES - Video
1184,Cable VGA M - VGA M 05.0M KOLKE KVGA50,U$s 6.20,$ 1798.00,+21%,,CABLES y CONECTORES - Video
18840,Cable VGA M - VGA M 05.0M NOGA NVGA05,U$s 7.36,$ 2134.11,+21%,,CABLES y CONECTORES - Video
18847,Cable VGA M - VGA M 05.0M SKYWAY VGAS05,U$s 5.64,$ 1635.60,+21%,,CABLES y CONECTORES - Video
1200,Cable VGA M - VGA M 07.0M NOGA NVGA07,U$s 10.37,$ 3007.30,+21%,,CABLES y CONECTORES - Video
18932,Cable VGA M - VGA M 10.0M KOLKE KVGA100,U$s 9.46,$ 2743.11,+21%,,CABLES y CONECTORES - Video
1201,Cable VGA M - VGA M 10.0M NOGA NVGA10,U$s 13.38,$ 3880.20,+21%,,CABLES y CONECTORES - Video
18849,Cable VGA M - VGA M 10.0M SKYWAY VGAS10,U$s 9.88,$ 2865.20,+21%,,CABLES y CONECTORES - Video
18848,Cable VGA M - VGA M 15.0M SKYWAY VGAS15,U$s 14.19,$ 4116.26,+21%,,CABLES y CONECTORES - Video
70020291,Cables 3 RCA M - 3 RCA M 2.0M NOGA 3RCA,U$s 1.41,$ 407.45,+21%,,CABLES y CONECTORES - Video
