Unnamed: 0,Accesorios / Auriculares,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
0410441,Mouse Logitech Wir M170 Red Blister 910-004941,Logitech,910-004941,US$,22.79,10.50,0.00,Accesorios / Mouse
0410682,Mouse Logitech Wir M170 Silver Blister 910-005334,Logitech,910-005334,US$,23.83,10.50,0.00,Accesorios / Mouse
0406978,Mouse Logitech Wir M185 Blue 910-003636,Logitech,910-003636,US$,29.26,10.50,0.00,Accesorios / Mouse
0408003,Mouse Logitech Wir M185 Grey 910-002225,Logitech,910-002225,US$,29.26,10.50,0.00,Accesorios / Mouse
0406977,Mouse Logitech Wir M185 Red 910-003635,Logitech,910-003635,US$,29.26,10.50,0.00,Accesorios / Mouse
0412788,Mouse Logitech Wir M190 Black/Blue 910-005903,Logitech,910-005903,US$,28.35,10.50,0.00,Accesorios / Mouse
0412787,Mouse Logitech Wir M190 Black/Grey 910-005902,Logitech,910-005902,US$,28.35,10.50,0.00,Accesorios / Mouse
0412789,Mouse Logitech Wir M190 Black/Red 910-005904,Logitech,910-005904,US$,28.35,10.50,0.00,Accesorios / Mouse
0412359,Mouse Logitech Wir M350 Pebble Rose 910-005769,Logitech,910-005769,US$,60.10,10.50,0.00,Accesorios / Mouse
0410795,Mouse Logitech Wir Mini M187 Black Blister 910-005459,Logitech,910-005459,US$,27.94,10.50,0.00,Accesorios / Mouse
0410796,Mouse Logitech Wir Mini M187 Blue Blister 910-005360,Logitech,910-005360,US$,27.94,10.50,0.00,Accesorios / Mouse
0410797,Mouse Logitech Wir Mini M187 Coral Blister 910-005362,Logitech,910-005362,US$,27.94,10.50,0.00,Accesorios / Mouse
0410798,Mouse Logitech Wir Mini M187 Green Blister 910-005363,Logitech,910-005363,US$,27.94,10.50,0.00,Accesorios / Mouse
0410799,Mouse Logitech Wir Mini M187 Pink Blister 910-005364,Logitech,910-005364,US$,27.94,10.50,0.00,Accesorios / Mouse
0411354,Mouse Logitech Wir MX Vertical Ergonomic 910-005447,Logitech,910-005447,US$,141.69,10.50,0.00,Accesorios / Mouse
,Accesorios / Mousepads,,,,,,,
Codigo,Producto,Fabricante,Nro. de Parte,Moneda,Precio,IVA,Imp. Int.,
0412029,Mouse Pad Genius G-Pad 300S (320 x 270 x 3mm) (6687),Genius,31250009400,US$,11.88,21.00,0.00,Accesorios / Mousepads
0412239,Mouse Pad Genius G-Pad 800S (800 x 300 x 3mm) (6663),Genius,31250007400,US$,25.95,21.00,0.00,Accesorios / Mousepads
0412031,Mouse Pad Genius G-WMP 100 (250 x 230 x 25mm) (6700),Genius,31250011400,US$,30.09,21.00,0.00,Accesorios / Mousepads
0412030,Mouse Pad Genius G-WP 100 (460 x 85 x 25mm),Genius,31250010400,US$,14.10,21.00,0.00,Accesorios / Mousepads
0412238,Mouse Pad Genius Q-Pad 100 (174 x 71 x 24mm) (6731),Genius,31250014400,US$,21.60,21.00,0.00,Accesorios / Mousepads
0414110,Mouse Pad Logitech 300x700mm Deskpad Grey 956-000047,Logitech,956-000047,US$,46.41,21.00,0.00,Accesorios / Mousepads
0414111,Mouse Pad Logitech 300x700mm Deskpad Rose 956-000048,Logitech,956-000048,US$,46.41,21.00,0.00,Accesorios / Mousepads
0407194,Mouse Pad Logitech G440 Gaming 943-000098,Logitech,943-000098,US$,31.63,21.00,0.00,Accesorios / Mousepads
,Accesorios / Parlantes,,,,,,,
Codigo,Producto,Fabricante,Nro. de Parte,Moneda,Precio,IVA,Imp. Int.,
0414782,Parlante Genius SoundBar 200 USB BLACK BT (9695),Genius,31730045400,US$,38.60,21.00,0.00,Accesorios / Parlantes
0414281,Parlante Genius SP-HF380 BT USB W00D (8247),Genius,31730034400,US$,29.94,21.00,0.00,Accesorios / Parlantes
0414819,Parlante Genius SP-HF380 BT USB W00D (New Package) (9527),Genius,31730034402,US$,30.55,21.00,0.00,Accesorios / Parlantes
0415507,PARLANTE JBL BLUETOOTH CLIP4 AZUL,JBL,JBLCLIP4BLUAM,US$,146.60,21.00,0.00,Accesorios / Parlantes
0414307,Parlante JBL BLUETOOTH CLIP4 NEGRO (9408),JBL,JBLCLIP4BLKAM,US$,146.60,21.00,0.00,Accesorios / Parlantes
0414328,Parlante JBL BLUETOOTH FLIP6 Gris (3091),JBL,JBLFLIP6GREYAM,US$,168.77,21.00,0.00,Accesorios / Parlantes
0415129,Parlante JBL BLUETOOTH FLIP6 ROSA (3114),JBL,JBLFLIP6PINKAM,US$,168.77,21.00,0.00,Accesorios / Parlantes
0415128,Parlante JBL BLUETOOTH FLIP6 VERDE (3138),JBL,JBLFLIP6GRENAM,US$,168.77,21.00,0.00,Accesorios / Parlantes
0415140,Parlante JBL BLUETOOTH GO3 AZUL SUMERGIBLE (9156),JBL,JBLGO3BLUPAM,US$,133.05,21.00,0.00,Accesorios / Parlantes
0414306,Parlante JBL BLUETOOTH GO3 ROJO SUMERGIBLE (5523),JBL,JBLGO3REDAM,US$,133.05,21.00,0.00,Accesorios / Parlantes
0414428,Parlantes Genius SP-U125 USB BLK (9367),Genius,31730042400,US$,24.03,21.00,0.00,Accesorios / Parlantes
0414653,Parlantes Genius SW-2.1 300 10W (Black) (9565),Genius,31730035402,US$,49.85,21.00,0.00,Accesorios / Parlantes
0414654,Parlantes Genius SW-2.1 300X 10W (Black) (9466),Genius,31730041403,US$,47.94,21.00,0.00,Accesorios / Parlantes
0414656,Parlantes Genius SW-2.1 350 10W (9459),Genius,31730037405,US$,73.02,21.00,0.00,Accesorios / Parlantes
0414655,Parlantes Genius SW-2.1 350 10W (madera) (9442),Genius,31730037404,US$,73.02,21.00,0.00,Accesorios / Parlantes
0414820,Parlantes Genius SW-G2.1 1200 BLK 100-24V (9756),Genius,31730044402,US$,110.60,21.00,0.00,Accesorios / Parlantes
0414783,Parlantes GX/Genius SW-G2.1 1000 BLK 100-240V Gaming (9718),GX,31730043402,US$,107.77,21.00,0.00,Accesorios / Parlantes
0414722,STEREO SWITCHING BOX Genius (2100),Genius,31720015100,US$,20.34,10.50,0.00,Accesorios / Parlantes
0412117,Parlante Genius SP-HF180 6W USB Black (7158),Genius,31730029401,US$,26.01,21.00,0.00,Accesorios / Parlantes
0412203,Parlante Genius SP-HF180 6W USB WOOD (6991),Genius,31730029400,US$,26.01,21.00,0.00,Accesorios / Parlantes
0412514,Parlante Genius SP-HF280 6W USB WOOD,Genius,31730028400,US$,20.50,21.00,0.00,Accesorios / Parlantes
0414152,Parlante Genius SP-HF2800 (BT) (9145),Genius,31730022401,US$,149.80,21.00,23.46,Accesorios / Parlantes
0410698,Parlante JBL BLUETOOTH CHARGE 5 ROJO (2187),JBL,JBLCHARGE5REDAM,US$,257.28,21.00,0.00,Accesorios / Parlantes
0414024,Parlante JBL BLUETOOTH GO3 NEGRO SUMERGIBLE (5509),JBL,JBLGO3BLKAM,US$,133.05,21.00,0.00,Accesorios / Parlantes
0413296,Parlantes Genius SP-HF500A II 220v (8254),Genius,31730032402,US$,99.28,21.00,0.00,Accesorios / Parlantes
0411749,Parlantes Genius SP-HF800A II 20W (6373),Genius,31730010406,US$,122.63,21.00,0.00,Accesorios / Parlantes
0412791,Parlantes Genius SP-Q160 USB BLUE (7141),Genius,31730027403,US$,24.40,21.00,0.00,Accesorios / Parlantes
0412356,Parlantes Genius SP-Q160 USB GRAY (7110),Genius,31730027400,US$,24.40,21.00,0.00,Accesorios / Parlantes
0412237,Parlantes GX/Genius SW-G2.1 2000 II BLK 100-240V Gaming,GX,31730020404,US$,151.20,21.00,0.00,Accesorios / Parlantes
0413301,Parlantes GX/Genius SW-G2.1 3000 II BLK 100-240V Gaming (8353),GX,31730021402,US$,176.93,21.00,0.00,Accesorios / Parlantes
,Accesorios / Teclado + Mouse,,,,,,,
Codigo,Producto,Fabricante,Nro. de Parte,Moneda,Precio,IVA,Imp. Int.,
0414426,Teclado+Mouse Genius LuxeMate Q8000 BLK (9275),Genius,31340013401,US$,44.53,10.50,0.00,Accesorios / Teclado + Mouse
0415470,Teclado+Mouse Logitech Wir MK470 Slim Rose 920-011312,Logitech,920-011312,US$,105.14,10.50,0.00,Accesorios / Teclado + Mouse
0414427,Teclado+Mouse Wirel. Genius KM-8100 (New Package) (6250),Genius,31340004401,US$,51.16,10.50,0.00,Accesorios / Teclado + Mouse
0412234,Teclado+Mouse Genius KM-160 USB (6175),Genius,31330001414,US$,44.33,10.50,0.00,Accesorios / Teclado + Mouse
0412235,Teclado+Mouse Genius KM-200 USB BLK (6229),Genius,31330003401,US$,52.26,10.50,0.00,Accesorios / Teclado + Mouse
0408435,Teclado+Mouse Logitech Wir MK235 Grey 920-007901,Logitech,920-007901,US$,60.48,10.50,0.00,Accesorios / Teclado + Mouse
0413099,Teclado+Mouse Logitech Wir MK295 Silent Blk 920-009792,Logitech,920-009792,US$,89.39,10.50,0.00,Accesorios / Teclado + Mouse
0412391,Teclado+Mouse Logitech Wir MK470 Slim Black 920-009266,Logitech,920-009266,US$,105.14,10.50,0.00,Accesorios / Teclado + Mouse
0410801,Teclado+Mouse Logitech Wir MK540 Black 920-008673,Logitech,920-008673,US$,146.67,10.50,0.00,Accesorios / Teclado + Mouse
0410683,Teclado+Mouse Logitech Wir MK850 Performance 920-008659,Logitech,920-008659,US$,203.05,10.50,0.00,Accesorios / Teclado + Mouse
,Accesorios / Teclados,,,,,,,
Codigo,Producto,Fabricante,Nro. de Parte,Moneda,Precio,IVA,Imp. Int.,
0414859,Media Pointer Genius 100 Wireless (New Package) (7564),Genius,31090015100,US$,121.95,10.50,0.00,Accesorios / Teclados
0414858,NumPad Genius 110 USB (9251),Genius,31300016400,US$,24.18,10.50,0.00,Accesorios / Teclados
0415440,Teclado Genius KB-118 II Black USB SP CB,Genius,31310051401,US$,35.40,10.50,0.00,Accesorios / Teclados
0414781,Teclado Genius LuxeMate 110 Black USB (New Package) (7868),Genius,31300012401,US$,37.74,10.50,0.00,Accesorios / Teclados
0415389,Teclado Genius SlimStar 230 II BLK USB Black (0035),Genius,31310048401,US$,38.81,10.50,0.00,Accesorios / Teclados
0415471,Teclado Logitech Bluetooth K380 Sand 920-011149,Logitech,920-011149,US$,73.09,10.50,0.00,Accesorios / Teclados
0414288,Teclado Logitech G413 SE Mechanical 920-010433,Logitech,920-010433,US$,115.94,10.50,0.00,Accesorios / Teclados
0414287,Teclado Logitech G413 TKL SE Mechanical  US 920-010442,Logitech,920-010442,US$,106.83,10.50,0.00,Accesorios / Teclados
0415179,Teclado Logitech G713 Aurora White Mech RGB 920-010413,Logitech,920-010413,US$,342.01,10.50,0.00,Accesorios / Teclados
0415180,Teclado Logitech G715 Aurora White Mech  RGB Wifi 920-010453,Logitech,920-010453,US$,346.66,10.50,0.00,Accesorios / Teclados
0414103,Teclado Logitech Wireless MX Keys Mini Black Retroilum 920-010476,Logitech,920-010476,US$,142.74,10.50,0.00,Accesorios / Teclados
0414104,Teclado Logitech Wireless MX Keys Mini Grey Retroilum 920-010477,Logitech,920-010477,US$,142.74,10.50,0.00,Accesorios / Teclados
0414105,Teclado Logitech Wireless MX Keys Mini Rose Retroilum 920-010478,Logitech,920-010478,US$,142.74,10.50,0.00,Accesorios / Teclados
