Marca,Categoria,SubCategoria,SubCategoria_Auxiliar,Codigo,Articulo,Disponible,L4,IVA,Deposito
CORSAIR,Informática,Componentes,Fuente de Poder,840006605218,FUENTE CORSAIR RM750X FULL MODULAR 750W CERT.80 PLUS GOLD,42,193.85,001-I.V.A. 21 %,01-DH.Principal Vtas.
CORSAIR,Informática,Componentes,Fuente de Poder,843591093552,FUENTE CORSAIR HX 1200 FULL MODULAR 1200W 80 PLUS PLATINUM (NA),257,395.2,001-I.V.A. 21 %,01-DH.Principal Vtas.
CORSAIR,Informática,Componentes,Fuente de Poder,843591093576,FUENTE CORSAIR HX 1200 FULL MODULAR 1200W 80 PLUS PLATINUM (WW),54,565.85,001-I.V.A. 21 %,01-DH.Principal Vtas.
CORSAIR,Informática,Componentes,Fuente de Poder,CP-9020200-WW,FUENTE CORSAIR RM850X FULL MODULAR CERT. 80 PLUS GOLD ATX (WW),100,219.58,001-I.V.A. 21 %,01-DH.Principal Vtas.
CORSAIR,Informática,Componentes,Memoria Notebooks,840006628606,MEMORIA DDR4 16GB 3200 MHZ CORSAIR VENGEANCE SODIMM (2X8GB) CL22,111,98.74,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
CORSAIR,Informática,Componentes,Memoria Notebooks,840006640615,MEMORIA DDR4 8GB 3200 MHZ CORSAIR VENGEANCE SODIMM (1X8GB) CL22,153,52.04,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
CORSAIR,Informática,Componentes,Memorias PC,840006607311,MEMORIA DDR4 2X8GB 3600MHZ CORSAIR DOMINATOR PLATINUM LED RGB (CAPELLIX),5,225.52,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
CORSAIR,Informática,Componentes,Memorias PC,840006612889,MEMORIA DDR4 8GB 3200 MHZ CORSAIR VENGEANCE PRO RGB DRAM (1X8GB) C16,205,62.64,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
CORSAIR,Informática,Componentes,Memorias PC,840006619680,MEMORIA DDR4 16GB 3600 MHZ CORSAIR VENGEANCE PRO RGB DRAM (2X8GB) C18 WHITE,14,144.84,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
CORSAIR,Informática,Componentes,Memorias PC,840006629603,MEMORIA DDR4 8GB 3200 MHZ CORSAIR VENGEANCE LPX BLACK (NEGRO),78,53.72,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
CORSAIR,Informática,Componentes,Memorias PC,840006648994,MEMORIA DDR4 16GB 3600 MHZ CORSAIR VENGEANCE RS RGB DRAM (2X8GB) C18,60,129.29,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
CORSAIR,Informática,Componentes,Memorias PC,840006659310,MEMORIA DDR5 32GB 4800 MHZ CORSAIR VENGEANCE (2X16GB) C40,3,258.45,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
CORSAIR,Informática,Componentes,Memorias PC,843591077927,MEMORIA DDR4 8GB 3000 MHZ CORSAIR VENGEANCE LPX DRAM (1X8GB) C16,106,53.49,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
CORSAIR,Informática,Componentes,Memorias PC,843591084253,MEMORIA DDR4 16GB 3000 MHZ CORSAIR VENGEANCE LPX BLACK (NEGRA),4,248.99,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
CORSAIR,Informática,Componentes,Memorias PC,CMG8GX4M1D3600C18,MEMORIA 8GB DDR4 3600 MHZ CORSAIR VENGEANCE RGB RS,83,69.33,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
CORSAIR,Informática,Componentes,Memorias PC,CMG8GX4M1E3200C16,MEMORIA 8GB DDR4 3200MHZ C16 CORSAIR VENGEANCE RGB RS,73,62.64,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
CORSAIR,Informática,Componentes,Memorias PC,CMH32GX5M2B5200Z40K,MEMORIA 32 GB (2 X 16GB) DDR5 5200 MHZ C40 CORSAIR VENGEANCE RGB,6,294.77,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
CORSAIR,Informática,Componentes,Memorias PC,CMH32GX5M2D6000Z36K,MEMORIA 32 GB (2 X 16GB) DDR5 6000 MHZ C32 CORSAIR VENGEANCE RGB,3,324.22,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
CORSAIR,Informática,Componentes,Memorias PC,CMK16GX4M2D3000C16,MEMORIA 16GB (2 X 8GB) DDR4 3000MHz CORSAIR VENGEANCE LPX,77,100.71,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
CORSAIR,Informática,Componentes,Memorias PC,CMK16GX4M2D3000C16W,MEMORIA 16GB (2 X 8GB) DDR4 DRAM 3000MHZ CORSAIR VENGEANCE LPX,11,103.64,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
CORSAIR,Informática,Componentes,Memorias PC,CMK16GX4M2Z3600C18,MEMORIA 16GB (2 X 8GB) DDR4 DRAM 3600MHZ CORSAIR VENGEANCE LPX,19,106.52,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
CORSAIR,Informática,Componentes,Memorias PC,CMK8GX4M1A2666C16,MEMORIA DDR4 8GB 2666 MHZ CORSAIR VENGEANCE LPX DRAM (1X8GB) C16,337,49.16,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
CORSAIR,Informática,Componentes,Memorias PC,CMK8GX4M1Z3600C18,MEMORIA 8GB (1 X 8GB) DRAM DDR4 a 3600 MHZ CORSAIR VENGEANCE LPX,91,57.67,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
CORSAIR,Informática,Componentes,Memorias PC,CMT16GX4M2C3200C16W,MEMORIA 16GB (2 X 8GB) DDR4 3200 MHZ CORSAIR DOMINATOR PLATINUM RGB,5,208.24,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
CORSAIR,Informática,Componentes,Memorias PC,CMT16GX4M2K4000C19,MEMORIA 16GB (2 X 8GB) DDR4 4000MHZ CORSAIR KIT DE MEMORIAS DOMINATOR® PLATINUM RGB,5,278.03,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
CORSAIR,Informática,Componentes,Memorias PC,CMW32GX4M2E3200C16,MEMORIA DDR4 2X16GB 3200 MHZ CORSAIR VENGEANCE LED RGB PRO (NEGRA),52,203.66,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
CORSAIR,Informática,Componentes,Memorias PC,CMW32GX4M2E3200C16-TUF,MEMORIA 32GB (2 X 16GB) DDR4 3200 MHZ CORSAIR VENGEANCE RGB PRO,26,211.71,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
CORSAIR,Informática,Componentes,Memorias PC,CMW32GX4M2E3200C16W,MEMORIA 32GB (2 X 16GB) DDR4 3200 MHZ CORSAIR VENGEANCE RGB PRO,31,211.71,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
CORSAIR,Informática,Computadoras,Memorias PC,CMT16GX4M2C3200C16,MEMORIA 16GB (2 X 8GB) DDR4 3200 MHZ CORSAIR DOMINATOR® PLATINUM RGB,5,188.11,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
CORSAIR,Informática,Gabinete Sin Fuente,Gabinete Sin Fuente,CC-9011135-WW,GABINETE CORSAIR 280X  VIDRIO TEMPLADO MICRO-ATX RGB NEGRO S/ FUENTE,20,359.71,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
CORSAIR,Informática,Gabinete Sin Fuente,Gabinete Sin Fuente,CC-9011167-WW,GABINETE CORSAIR CARBIDE 678C VIDRIO TEMPLADO MID-TOWER SILENCIOSO BLACK S/FUENTE,14,388.59,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
CORSAIR,Informática,Gabinete Sin Fuente,Gabinete Sin Fuente,CC-9011170-WW,GABINETE CORSAIR CARBIDE 678C VIDRIO TEMPLADO MID-TOWER SILENCIOSO WHITE S/FUENTE,2,388.59,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
CORSAIR,Informática,Gabinete Sin Fuente,Gabinete Sin Fuente,CC-9011230-WW,GABINETE CORSAIR 5000T ICUE VIDRIO TEMPLADO MID-TOWER RGB BLACK S/FUENTE,13,752.77,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
CORSAIR,Informática,Gaming,Accesorios Gaming,843591089586,CABLE MALLADO CORSAIR ATX 24 PINES TIPO 4 3ER GEN ROJO/NEGRO,10,30.43,001-I.V.A. 21 %,01-DH.Principal Vtas.
CORSAIR,Informática,Gaming,Accesorios Gaming,843591089593,CABLE MALLADO CORSAIR ATX 24 PINES TIPO 4 3ER GEN BLANCO/NEGRO,6,30.43,001-I.V.A. 21 %,01-DH.Principal Vtas.
CORSAIR,Informática,Gaming,Accesorios Gaming,843591089609,CABLE MALLADO CORSAIR ATX 24 PINES TIPO 4 3ER GEN AZUL/NEGRO,21,30.43,001-I.V.A. 21 %,01-DH.Principal Vtas.
CORSAIR,Informática,Gaming,Auriculares,840006618942,AURICULAR CORSAIR HS60 HAPTIC,35,292.51,001-I.V.A. 21 %,01-DH.Principal Vtas.
CORSAIR,Informática,Gaming,Combo,840006648925,COMBO 4 EN 1 CORSAIR K55+HS50+HARPOON RGB PRO+MM100,151,161.91,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
CORSAIR,Informática,Gaming,Teclados,840006631798,TECLADO CORSAIR K55 RGB PRO RGB IP42 ING,76,119.74,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
CRUCIAL,Informática,Componentes,Memorias PC,649528900425,MEMORIA UDIMM DDR4 16GB 2666 MHZ CRUCIAL BASICS,100,108.65,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
CRUCIAL,Informática,Componentes,Memorias PC,649528900470,MEMORIA SODIMM DDR4 8GB 2666 MHZ CRUCIAL BASICS,37,59.04,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
CRUCIAL,Informática,Componentes,Memorias PC,649528900531,MEMORIA DDR4 8GB 2666 MHZ CRUCIAL BASICS,786,63.97,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
DAYAMA,Monopatiín Eléctrico,Repuestos,,FFK85,"HORQUILLA DELANTERA PARA RODADO DE 8.5""",2,6.61,001-I.V.A. 21 %,11-DH.Dayama
DAYAMA,Monopatiín Eléctrico,Repuestos,,FL-R,PALANCA DE PLEGADO,4,3.56,001-I.V.A. 21 %,11-DH.Dayama
DAYAMA,Monopatiín Eléctrico,Repuestos,,FMR-85,"LLANTA DELANTERA CON MOTOR MONTADO RODADO 28""",2,86.57,001-I.V.A. 21 %,11-DH.Dayama
DAYAMA,Monopatiín Eléctrico,Repuestos,,HP401,MANUBRIO ENSAMBLADO COMPLETO CON FRENO+PNTALLA+ACELERADOR+CAMPANA,1,124.26,001-I.V.A. 21 %,11-DH.Dayama
D-LINK,Informática,Conectividad,Routers,C09-0156,ROUTER D-LINK DIR-826L INALAMBRICO N600,19,105.37,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
DUMOUNTS,Electrónica,Salud,,ZSYL-168,TERMOMETRO INFRAROJO DUMOUNTS ZSYL-168 DIGITAL SIN CONTACTO,748,113.67,001-I.V.A. 21 %,01-DH.Principal Vtas.
GATEWAY,Informática,Computadoras,Notebook,GWTN156-11BK,"NB GATEWAY GWTN156-11BK 15.6"" N5030 4GB 128GB IPS NEGRA W10",0,554.55,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
HDC,Informática,Componentes,Fuente de Poder,ATX-242S-G,FUENTE HDC ATX-24S-G 500W OEM,728,19.59,001-I.V.A. 21 %,01-DH.Principal Vtas.
HDC,Informática,Componentes,Gabinetes KIT,C07-0088,GABINETE KIT SLIM HDC AX-20KK-G (MOU/500W),0,89.01,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
HDC,Informática,Componentes,Gabinetes KIT,GH20A26KB001505,GABINETE KIT HDC AX-26BB-G PC  (MOU/TEC/SPK/PSU500W),-6,83.07,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
HDC,Informática,Componentes,Gabinetes KIT,GH20A30KB001967,GABINETE KIT HDC ATX-30KB-G (MOU/TEC/SPK/PSU500W),0,83.47,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
HDC,Informática,Computadoras,Notebook,7798135512439,"NOTEBOOK HDC CY-T141N464GRY 14.1""HD CEL N3350 4GB - 64GB WINDOWS 10 SL",1,440.48,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
HDC,Informática,Computadoras,Notebook,7798135512545,"NOTEBOOK HDC CY-4020-464GRY 14.1""HD CEL N4020 4GB - 64GB WINDOWS 11",1,448.2,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
HDC,Informática,Computadoras,Pc De Escritorio,PCHDC55600G-240-8-W,PC HDC AMD RYZEN 5 5600G - 8GB - SSD 240GB W10 SL(Modelo D-R5/8240 ),8,927.49,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
HDC,Informática,Computadoras,Pc De Escritorio,PCHDC75700G-240-8-W,PC HDC AMD RYZEN 7 5700G - 8GB - SSD 240GB W10 SL(MODELO:D-R7/8240),1,1025.69,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
HDC,Informática,Computadoras,Pc De Escritorio,PCHDC-I510400-240-8-W,PC HDC INTEL CORE I5-10400 - SSD 240GB - 8GB - W10 HOME SL(MODELO:D-I5/8240W),1,1008.83,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
HDC,Informática,Imagen,Monitores,7798135512224,"MONITOR GAMING HDC 27"" HM-27WQ144 - 2560*1440 - TN TFT - HDMI * 3 + DP - 144Hz - 1MS",1,579.31,001-I.V.A. 21 %,01-DH.Principal Vtas.
HDC,Informática,Imagen,Monitores,7798135512576,"MONITOR 21.5"" HM-2150FHD FRAMELESS 1080P FHD - 75Hz - 5MS - VGA - HDMI",175,230.69,001-I.V.A. 21 %,01-DH.Principal Vtas.
HDC,Informática,Periféricos,Combo,7798135512170,COMBO INALAMBRICO HDC MK1136 MOUSE 6 BOTONES (800/1200/1600 DPI) + TECLADO - 113 TECLAS - 9 TECLAS M,0,20.88,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
HDC,Informática,Periféricos,Mouses,7798135512163,MOUSE INALAMBRICO HDC M304 - 4 BOTONES - DPI 800/1200/1600,0,10.1,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
